"date","age_cat","n","percent"
2020-12-31,"15 to 39",1,1
2020-12-31,"40 to 59",2,1
2020-12-31,"60+",0,NA
2021-01-01,"Under 15",2,1
2021-01-01,"15 to 39",4,1
2021-01-01,"40 to 59",2,1
2021-01-01,"60+",5,1
2021-01-02,"Under 15",1,1
2021-01-02,"15 to 39",1,1
2021-01-02,"40 to 59",4,1
2021-01-02,"60+",3,1
2021-01-03,"Under 15",2,1
2021-01-03,"15 to 39",3,1
2021-01-03,"40 to 59",2,1
2021-01-03,"60+",2,1
2021-01-04,"Under 15",1,1
2021-01-04,"15 to 39",1,1
2021-01-04,"40 to 59",2,1
2021-01-04,"60+",2,1
2021-01-05,"Under 15",1,1
2021-01-05,"15 to 39",2,1
2021-01-05,"40 to 59",2,1
2021-01-05,"60+",3,1
2021-01-06,"Under 15",0,NA
2021-01-06,"15 to 39",1,1
2021-01-06,"40 to 59",2,1
2021-01-06,"60+",2,1
2021-01-07,"Under 15",0,NA
2021-01-07,"15 to 39",1,1
2021-01-07,"40 to 59",0,NA
2021-01-07,"60+",3,1
2021-01-08,"Under 15",0,NA
2021-01-08,"15 to 39",1,1
2021-01-08,"40 to 59",1,1
2021-01-08,"60+",3,1
2021-01-09,"Under 15",1,1
2021-01-09,"15 to 39",1,1
2021-01-09,"40 to 59",0,NA
2021-01-09,"60+",0,NA
2021-01-10,"Under 15",1,1
2021-01-10,"15 to 39",2,1
2021-01-10,"40 to 59",5,1
2021-01-10,"60+",0,NA
2021-01-11,"Under 15",0,NA
2021-01-11,"15 to 39",0,NA
2021-01-11,"40 to 59",1,1
2021-01-11,"60+",0,NA
2021-01-12,"Under 15",0,NA
2021-01-12,"15 to 39",2,1
2021-01-12,"40 to 59",2,1
2021-01-12,"60+",0,NA
2021-01-13,"Under 15",1,1
2021-01-13,"15 to 39",0,NA
2021-01-13,"40 to 59",1,1
2021-01-13,"60+",0,NA
2021-01-14,"Under 15",0,NA
2021-01-14,"15 to 39",0,NA
2021-01-14,"40 to 59",1,1
2021-01-14,"60+",2,1
2021-01-15,"Under 15",1,1
2021-01-15,"15 to 39",4,1
2021-01-15,"40 to 59",1,1
2021-01-15,"60+",2,1
2021-01-16,"Under 15",0,NA
2021-01-16,"15 to 39",2,1
2021-01-16,"40 to 59",2,1
2021-01-16,"60+",3,1
2021-01-17,"Under 15",0,NA
2021-01-17,"15 to 39",2,1
2021-01-17,"40 to 59",1,1
2021-01-17,"60+",0,NA
2021-01-18,"Under 15",0,NA
2021-01-18,"15 to 39",1,1
2021-01-18,"40 to 59",2,1
2021-01-18,"60+",3,1
2021-01-19,"Under 15",0,NA
2021-01-19,"15 to 39",1,1
2021-01-19,"40 to 59",1,1
2021-01-19,"60+",4,1
2021-01-20,"Under 15",0,NA
2021-01-20,"15 to 39",2,1
2021-01-20,"40 to 59",1,1
2021-01-20,"60+",3,1
2021-01-21,"Under 15",0,NA
2021-01-21,"15 to 39",3,1
2021-01-21,"40 to 59",3,1
2021-01-21,"60+",7,1
2021-01-22,"Under 15",1,1
2021-01-22,"15 to 39",4,1
2021-01-22,"40 to 59",2,1
2021-01-22,"60+",2,1
2021-01-23,"Under 15",0,NA
2021-01-23,"15 to 39",1,1
2021-01-23,"40 to 59",1,1
2021-01-23,"60+",5,1
2021-01-24,"Under 15",1,1
2021-01-24,"15 to 39",2,1
2021-01-24,"40 to 59",3,1
2021-01-24,"60+",2,1
2021-01-25,"Under 15",0,NA
2021-01-25,"15 to 39",1,1
2021-01-25,"40 to 59",2,1
2021-01-25,"60+",5,1
2021-01-26,"Under 15",1,1
2021-01-26,"15 to 39",1,1
2021-01-26,"40 to 59",3,1
2021-01-26,"60+",0,NA
2021-01-27,"Under 15",0,NA
2021-01-27,"15 to 39",0,NA
2021-01-27,"40 to 59",2,1
2021-01-27,"60+",3,1
2021-01-28,"Under 15",0,NA
2021-01-28,"15 to 39",2,1
2021-01-28,"40 to 59",1,1
2021-01-28,"60+",1,1
2021-01-29,"Under 15",1,1
2021-01-29,"15 to 39",2,1
2021-01-29,"40 to 59",2,1
2021-01-29,"60+",6,1
2021-01-30,"Under 15",0,NA
2021-01-30,"15 to 39",1,1
2021-01-30,"40 to 59",0,NA
2021-01-30,"60+",5,1
2021-01-31,"Under 15",1,1
2021-01-31,"15 to 39",2,1
2021-01-31,"40 to 59",0,NA
2021-01-31,"60+",3,1
2021-02-01,"Under 15",0,NA
2021-02-01,"15 to 39",1,1
2021-02-01,"40 to 59",3,1
2021-02-01,"60+",2,1
2021-02-02,"Under 15",0,NA
2021-02-02,"15 to 39",2,1
2021-02-02,"40 to 59",1,1
2021-02-02,"60+",0,NA
2021-02-03,"Under 15",1,1
2021-02-03,"15 to 39",3,1
2021-02-03,"40 to 59",0,NA
2021-02-03,"60+",2,1
2021-02-04,"Under 15",1,1
2021-02-04,"15 to 39",1,1
2021-02-04,"40 to 59",2,1
2021-02-04,"60+",4,1
2021-02-05,"Under 15",0,NA
2021-02-05,"15 to 39",1,1
2021-02-05,"40 to 59",3,1
2021-02-05,"60+",5,1
2021-02-06,"Under 15",0,NA
2021-02-06,"15 to 39",0,NA
2021-02-06,"40 to 59",0,NA
2021-02-06,"60+",2,1
2021-02-07,"Under 15",0,NA
2021-02-07,"15 to 39",3,1
2021-02-07,"40 to 59",1,1
2021-02-07,"60+",5,1
2021-02-08,"Under 15",0,NA
2021-02-08,"15 to 39",2,1
2021-02-08,"40 to 59",3,1
2021-02-08,"60+",3,1
2021-02-09,"Under 15",0,NA
2021-02-09,"15 to 39",3,1
2021-02-09,"40 to 59",0,NA
2021-02-09,"60+",0,NA
2021-02-10,"Under 15",0,NA
2021-02-10,"15 to 39",1,1
2021-02-10,"40 to 59",3,1
2021-02-10,"60+",2,1
2021-02-11,"Under 15",0,NA
2021-02-11,"15 to 39",1,1
2021-02-11,"40 to 59",2,1
2021-02-11,"60+",3,1
2021-02-12,"Under 15",0,NA
2021-02-12,"15 to 39",0,NA
2021-02-12,"40 to 59",0,NA
2021-02-12,"60+",3,1
2021-02-13,"Under 15",0,NA
2021-02-13,"15 to 39",4,1
2021-02-13,"40 to 59",3,1
2021-02-13,"60+",5,1
2021-02-14,"Under 15",0,NA
2021-02-14,"15 to 39",4,1
2021-02-14,"40 to 59",0,NA
2021-02-14,"60+",1,1
2021-02-15,"Under 15",0,NA
2021-02-15,"15 to 39",0,NA
2021-02-15,"40 to 59",3,1
2021-02-15,"60+",6,1
2021-02-16,"Under 15",0,NA
2021-02-16,"15 to 39",2,1
2021-02-16,"40 to 59",0,NA
2021-02-16,"60+",1,1
2021-02-17,"Under 15",1,1
2021-02-17,"15 to 39",2,1
2021-02-17,"40 to 59",0,NA
2021-02-17,"60+",4,1
2021-02-18,"Under 15",1,1
2021-02-18,"15 to 39",1,1
2021-02-18,"40 to 59",1,1
2021-02-18,"60+",4,1
2021-02-19,"Under 15",1,1
2021-02-19,"15 to 39",1,1
2021-02-19,"40 to 59",2,1
2021-02-19,"60+",4,1
2021-02-20,"Under 15",0,NA
2021-02-20,"15 to 39",0,NA
2021-02-20,"40 to 59",4,1
2021-02-20,"60+",3,1
2021-02-21,"Under 15",1,1
2021-02-21,"15 to 39",1,1
2021-02-21,"40 to 59",2,1
2021-02-21,"60+",5,1
2021-02-22,"Under 15",0,NA
2021-02-22,"15 to 39",2,1
2021-02-22,"40 to 59",1,1
2021-02-22,"60+",3,1
2021-02-23,"Under 15",0,NA
2021-02-23,"15 to 39",2,1
2021-02-23,"40 to 59",0,NA
2021-02-23,"60+",3,1
2021-02-24,"Under 15",0,NA
2021-02-24,"15 to 39",3,1
2021-02-24,"40 to 59",1,1
2021-02-24,"60+",1,1
2021-02-25,"Under 15",1,1
2021-02-25,"15 to 39",0,NA
2021-02-25,"40 to 59",2,1
2021-02-25,"60+",1,1
2021-02-26,"Under 15",1,1
2021-02-26,"15 to 39",0,NA
2021-02-26,"40 to 59",1,1
2021-02-26,"60+",3,1
2021-02-27,"Under 15",0,NA
2021-02-27,"15 to 39",0,NA
2021-02-27,"40 to 59",3,1
2021-02-27,"60+",3,1
2021-02-28,"Under 15",1,1
2021-02-28,"15 to 39",1,1
2021-02-28,"40 to 59",1,1
2021-02-28,"60+",0,NA
2021-03-01,"Under 15",0,NA
2021-03-01,"15 to 39",0,NA
2021-03-01,"40 to 59",1,1
2021-03-01,"60+",1,1
2021-03-02,"Under 15",3,1
2021-03-02,"15 to 39",0,NA
2021-03-02,"40 to 59",3,1
2021-03-02,"60+",2,1
2021-03-03,"Under 15",1,1
2021-03-03,"15 to 39",3,1
2021-03-03,"40 to 59",0,NA
2021-03-03,"60+",4,1
2021-03-04,"Under 15",0,NA
2021-03-04,"15 to 39",0,NA
2021-03-04,"40 to 59",3,1
2021-03-04,"60+",3,1
2021-03-05,"Under 15",0,NA
2021-03-05,"15 to 39",1,1
2021-03-05,"40 to 59",1,1
2021-03-05,"60+",1,1
2021-03-06,"Under 15",0,NA
2021-03-06,"15 to 39",3,1
2021-03-06,"40 to 59",2,1
2021-03-06,"60+",2,1
2021-03-07,"Under 15",0,NA
2021-03-07,"15 to 39",3,1
2021-03-07,"40 to 59",2,1
2021-03-07,"60+",3,1
2021-03-08,"Under 15",1,1
2021-03-08,"15 to 39",0,NA
2021-03-08,"40 to 59",1,1
2021-03-08,"60+",1,1
2021-03-09,"Under 15",1,1
2021-03-09,"15 to 39",1,1
2021-03-09,"40 to 59",1,1
2021-03-09,"60+",1,1
2021-03-10,"Under 15",0,NA
2021-03-10,"15 to 39",2,1
2021-03-10,"40 to 59",1,1
2021-03-10,"60+",5,1
2021-03-11,"Under 15",1,1
2021-03-11,"15 to 39",0,NA
2021-03-11,"40 to 59",0,NA
2021-03-11,"60+",1,1
2021-03-12,"Under 15",0,NA
2021-03-12,"15 to 39",1,1
2021-03-12,"40 to 59",1,1
2021-03-12,"60+",3,1
2021-03-13,"Under 15",1,1
2021-03-13,"15 to 39",1,1
2021-03-13,"40 to 59",0,NA
2021-03-13,"60+",1,1
2021-03-14,"Under 15",0,NA
2021-03-14,"15 to 39",1,1
2021-03-14,"40 to 59",0,NA
2021-03-14,"60+",4,1
2021-03-15,"Under 15",0,NA
2021-03-15,"15 to 39",2,1
2021-03-15,"40 to 59",3,1
2021-03-15,"60+",0,NA
2021-03-16,"Under 15",0,NA
2021-03-16,"15 to 39",1,1
2021-03-16,"40 to 59",2,1
2021-03-16,"60+",0,NA
2021-03-17,"Under 15",0,NA
2021-03-17,"15 to 39",1,1
2021-03-17,"40 to 59",1,1
2021-03-17,"60+",1,1
2021-03-18,"Under 15",0,NA
2021-03-18,"15 to 39",3,1
2021-03-18,"40 to 59",2,1
2021-03-18,"60+",4,1
2021-03-19,"Under 15",0,NA
2021-03-19,"15 to 39",0,NA
2021-03-19,"40 to 59",1,1
2021-03-19,"60+",2,1
2021-03-20,"Under 15",1,1
2021-03-20,"15 to 39",1,1
2021-03-20,"40 to 59",0,NA
2021-03-20,"60+",0,NA
2021-03-21,"Under 15",0,NA
2021-03-21,"15 to 39",0,NA
2021-03-21,"40 to 59",0,NA
2021-03-21,"60+",3,1
2021-03-22,"Under 15",0,NA
2021-03-22,"15 to 39",1,1
2021-03-22,"40 to 59",1,1
2021-03-22,"60+",1,1
2021-03-23,"Under 15",0,NA
2021-03-23,"15 to 39",0,NA
2021-03-23,"40 to 59",2,1
2021-03-23,"60+",3,1
2021-03-24,"Under 15",1,1
2021-03-24,"15 to 39",2,1
2021-03-24,"40 to 59",1,1
2021-03-24,"60+",4,1
2021-03-25,"Under 15",0,NA
2021-03-25,"15 to 39",0,NA
2021-03-25,"40 to 59",1,1
2021-03-25,"60+",1,1
2021-03-26,"Under 15",0,NA
2021-03-26,"15 to 39",0,NA
2021-03-26,"40 to 59",1,1
2021-03-26,"60+",1,1
2021-03-27,"Under 15",0,NA
2021-03-27,"15 to 39",2,1
2021-03-27,"40 to 59",1,1
2021-03-27,"60+",0,NA
2021-03-28,"Under 15",0,NA
2021-03-28,"15 to 39",3,1
2021-03-28,"40 to 59",2,1
2021-03-28,"60+",0,NA
2021-03-29,"Under 15",1,1
2021-03-29,"15 to 39",0,NA
2021-03-29,"40 to 59",0,NA
2021-03-29,"60+",1,1
2021-03-30,"Under 15",0,NA
2021-03-30,"15 to 39",0,NA
2021-03-30,"40 to 59",1,1
2021-03-30,"60+",2,1
2021-03-31,"Under 15",2,1
2021-03-31,"15 to 39",3,1
2021-03-31,"40 to 59",1,1
2021-03-31,"60+",3,1
2021-04-01,"Under 15",1,1
2021-04-01,"15 to 39",0,NA
2021-04-01,"40 to 59",0,NA
2021-04-01,"60+",1,1
2021-04-02,"Under 15",1,1
2021-04-02,"15 to 39",0,NA
2021-04-02,"40 to 59",1,1
2021-04-02,"60+",1,1
2021-04-03,"Under 15",1,1
2021-04-03,"15 to 39",1,1
2021-04-03,"40 to 59",0,NA
2021-04-03,"60+",0,NA
2021-04-04,"Under 15",1,1
2021-04-04,"15 to 39",0,NA
2021-04-04,"40 to 59",1,1
2021-04-04,"60+",1,1
2021-04-05,"Under 15",1,1
2021-04-05,"15 to 39",0,NA
2021-04-05,"40 to 59",1,1
2021-04-05,"60+",3,1
2021-04-06,"Under 15",0,NA
2021-04-06,"15 to 39",4,1
2021-04-06,"40 to 59",2,1
2021-04-06,"60+",1,1
2021-04-07,"Under 15",1,1
2021-04-07,"15 to 39",1,1
2021-04-07,"40 to 59",1,1
2021-04-07,"60+",2,1
2021-04-08,"Under 15",1,1
2021-04-08,"15 to 39",2,1
2021-04-08,"40 to 59",1,1
2021-04-08,"60+",3,1
2021-04-09,"Under 15",0,NA
2021-04-09,"15 to 39",0,NA
2021-04-09,"40 to 59",4,1
2021-04-09,"60+",2,1
2021-04-10,"Under 15",0,NA
2021-04-10,"15 to 39",1,1
2021-04-10,"40 to 59",1,1
2021-04-10,"60+",1,1
2021-04-11,"Under 15",1,1
2021-04-11,"15 to 39",3,1
2021-04-11,"40 to 59",0,NA
2021-04-11,"60+",0,NA
2021-04-12,"Under 15",0,NA
2021-04-12,"15 to 39",2,1
2021-04-12,"40 to 59",1,1
2021-04-12,"60+",2,1
2021-04-13,"Under 15",1,1
2021-04-13,"15 to 39",1,1
2021-04-13,"40 to 59",0,NA
2021-04-13,"60+",2,1
2021-04-14,"Under 15",1,1
2021-04-14,"15 to 39",0,NA
2021-04-14,"40 to 59",0,NA
2021-04-14,"60+",1,1
2021-04-15,"Under 15",0,NA
2021-04-15,"15 to 39",0,NA
2021-04-15,"40 to 59",0,NA
2021-04-15,"60+",3,1
2021-04-16,"Under 15",1,1
2021-04-16,"15 to 39",1,1
2021-04-16,"40 to 59",0,NA
2021-04-16,"60+",2,1
2021-04-17,"Under 15",1,1
2021-04-17,"15 to 39",0,NA
2021-04-17,"40 to 59",1,1
2021-04-17,"60+",1,1
2021-04-18,"Under 15",0,NA
2021-04-18,"15 to 39",1,1
2021-04-18,"40 to 59",2,1
2021-04-18,"60+",1,1
2021-04-19,"Under 15",0,NA
2021-04-19,"15 to 39",0,NA
2021-04-19,"40 to 59",1,1
2021-04-19,"60+",1,1
2021-04-20,"Under 15",0,NA
2021-04-20,"15 to 39",2,1
2021-04-20,"40 to 59",1,1
2021-04-20,"60+",5,1
2021-04-21,"Under 15",0,NA
2021-04-21,"15 to 39",1,1
2021-04-21,"40 to 59",0,NA
2021-04-21,"60+",1,1
2021-04-22,"Under 15",1,1
2021-04-22,"15 to 39",3,1
2021-04-22,"40 to 59",0,NA
2021-04-22,"60+",1,1
2021-04-23,"Under 15",0,NA
2021-04-23,"15 to 39",0,NA
2021-04-23,"40 to 59",1,1
2021-04-23,"60+",0,NA
2021-04-24,"Under 15",1,1
2021-04-24,"15 to 39",1,1
2021-04-24,"40 to 59",0,NA
2021-04-24,"60+",0,NA
2021-04-25,"Under 15",2,1
2021-04-25,"15 to 39",1,1
2021-04-25,"40 to 59",1,1
2021-04-25,"60+",2,1
2021-04-26,"Under 15",2,1
2021-04-26,"15 to 39",0,NA
2021-04-26,"40 to 59",1,1
2021-04-26,"60+",2,1
2021-04-27,"Under 15",1,1
2021-04-27,"15 to 39",0,NA
2021-04-27,"40 to 59",2,1
2021-04-27,"60+",2,1
2021-04-28,"Under 15",1,1
2021-04-28,"15 to 39",2,1
2021-04-28,"40 to 59",1,1
2021-04-28,"60+",1,1
2021-04-29,"Under 15",0,NA
2021-04-29,"15 to 39",3,1
2021-04-29,"40 to 59",4,1
2021-04-29,"60+",2,1
2021-04-30,"Under 15",3,1
2021-04-30,"15 to 39",0,NA
2021-04-30,"40 to 59",1,1
2021-04-30,"60+",3,1
2021-05-01,"Under 15",1,1
2021-05-01,"15 to 39",1,1
2021-05-01,"40 to 59",0,NA
2021-05-01,"60+",1,1
2021-05-02,"Under 15",0,NA
2021-05-02,"15 to 39",1,1
2021-05-02,"40 to 59",0,NA
2021-05-02,"60+",2,1
2021-05-03,"Under 15",1,1
2021-05-03,"15 to 39",1,1
2021-05-03,"40 to 59",0,NA
2021-05-03,"60+",1,1
2021-05-04,"Under 15",0,NA
2021-05-04,"15 to 39",0,NA
2021-05-04,"40 to 59",1,1
2021-05-04,"60+",1,1
2021-05-05,"Under 15",2,1
2021-05-05,"15 to 39",1,1
2021-05-05,"40 to 59",1,1
2021-05-05,"60+",1,1
2021-05-06,"Under 15",1,1
2021-05-06,"15 to 39",2,1
2021-05-06,"40 to 59",0,NA
2021-05-06,"60+",1,1
2021-05-07,"Under 15",0,NA
2021-05-07,"15 to 39",2,1
2021-05-07,"40 to 59",0,NA
2021-05-07,"60+",3,1
2021-05-08,"Under 15",0,NA
2021-05-08,"15 to 39",1,1
2021-05-08,"40 to 59",1,1
2021-05-08,"60+",1,1
2021-05-09,"Under 15",0,NA
2021-05-09,"15 to 39",1,1
2021-05-09,"40 to 59",1,1
2021-05-09,"60+",2,1
2021-05-10,"Under 15",0,NA
2021-05-10,"15 to 39",0,NA
2021-05-10,"40 to 59",2,1
2021-05-10,"60+",2,1
2021-05-11,"Under 15",0,NA
2021-05-11,"15 to 39",2,1
2021-05-11,"40 to 59",1,1
2021-05-11,"60+",4,1
2021-05-12,"Under 15",0,NA
2021-05-12,"15 to 39",1,1
2021-05-12,"40 to 59",3,1
2021-05-12,"60+",2,1
2021-05-13,"Under 15",0,NA
2021-05-13,"15 to 39",3,1
2021-05-13,"40 to 59",3,1
2021-05-13,"60+",4,1
2021-05-14,"Under 15",1,1
2021-05-14,"15 to 39",0,NA
2021-05-14,"40 to 59",2,1
2021-05-14,"60+",2,1
2021-05-15,"Under 15",1,1
2021-05-15,"15 to 39",1,1
2021-05-15,"40 to 59",2,1
2021-05-15,"60+",3,1
2021-05-16,"Under 15",0,NA
2021-05-16,"15 to 39",3,1
2021-05-16,"40 to 59",0,NA
2021-05-16,"60+",2,1
2021-05-17,"Under 15",1,1
2021-05-17,"15 to 39",2,1
2021-05-17,"40 to 59",1,1
2021-05-17,"60+",0,NA
2021-05-18,"Under 15",1,1
2021-05-18,"15 to 39",2,1
2021-05-18,"40 to 59",1,1
2021-05-18,"60+",2,1
2021-05-19,"Under 15",0,NA
2021-05-19,"15 to 39",1,1
2021-05-19,"40 to 59",1,1
2021-05-19,"60+",1,1
2021-05-20,"Under 15",0,NA
2021-05-20,"15 to 39",1,1
2021-05-20,"40 to 59",1,1
2021-05-20,"60+",1,1
2021-05-21,"Under 15",0,NA
2021-05-21,"15 to 39",0,NA
2021-05-21,"40 to 59",0,NA
2021-05-21,"60+",2,1
2021-05-22,"Under 15",0,NA
2021-05-22,"15 to 39",1,1
2021-05-22,"40 to 59",2,1
2021-05-22,"60+",2,1
2021-05-23,"Under 15",3,1
2021-05-23,"15 to 39",2,1
2021-05-23,"40 to 59",1,1
2021-05-23,"60+",0,NA
2021-05-24,"Under 15",0,NA
2021-05-24,"15 to 39",0,NA
2021-05-24,"40 to 59",2,1
2021-05-24,"60+",1,1
2021-05-25,"Under 15",1,1
2021-05-25,"15 to 39",1,1
2021-05-25,"40 to 59",1,1
2021-05-25,"60+",2,1
2021-05-26,"Under 15",0,NA
2021-05-26,"15 to 39",2,1
2021-05-26,"40 to 59",1,1
2021-05-26,"60+",2,1
2021-05-27,"Under 15",0,NA
2021-05-27,"15 to 39",1,1
2021-05-27,"40 to 59",0,NA
2021-05-27,"60+",3,1
2021-05-28,"Under 15",0,NA
2021-05-28,"15 to 39",2,1
2021-05-28,"40 to 59",1,1
2021-05-28,"60+",2,1
2021-05-29,"Under 15",1,1
2021-05-29,"15 to 39",1,1
2021-05-29,"40 to 59",4,1
2021-05-29,"60+",2,1
2021-05-30,"Under 15",0,NA
2021-05-30,"15 to 39",0,NA
2021-05-30,"40 to 59",1,1
2021-05-30,"60+",6,1
2021-05-31,"Under 15",0,NA
2021-05-31,"15 to 39",0,NA
2021-05-31,"40 to 59",2,1
2021-05-31,"60+",0,NA
2021-06-01,"Under 15",1,1
2021-06-01,"15 to 39",3,1
2021-06-01,"40 to 59",3,1
2021-06-01,"60+",6,1
2021-06-02,"Under 15",0,NA
2021-06-02,"15 to 39",2,1
2021-06-02,"40 to 59",2,1
2021-06-02,"60+",3,1
2021-06-03,"Under 15",0,NA
2021-06-03,"15 to 39",2,1
2021-06-03,"40 to 59",0,NA
2021-06-03,"60+",2,1
2021-06-04,"Under 15",0,NA
2021-06-04,"15 to 39",3,1
2021-06-04,"40 to 59",1,1
2021-06-04,"60+",1,1
2021-06-05,"Under 15",3,1
2021-06-05,"15 to 39",0,NA
2021-06-05,"40 to 59",1,1
2021-06-05,"60+",1,1
2021-06-06,"Under 15",0,NA
2021-06-06,"15 to 39",4,1
2021-06-06,"40 to 59",2,1
2021-06-06,"60+",1,1
2021-06-07,"Under 15",1,1
2021-06-07,"15 to 39",0,NA
2021-06-07,"40 to 59",0,NA
2021-06-07,"60+",2,1
2021-06-08,"Under 15",0,NA
2021-06-08,"15 to 39",3,1
2021-06-08,"40 to 59",1,1
2021-06-08,"60+",1,1
2021-06-09,"Under 15",2,1
2021-06-09,"15 to 39",2,1
2021-06-09,"40 to 59",4,1
2021-06-09,"60+",2,1
2021-06-10,"Under 15",1,1
2021-06-10,"15 to 39",2,1
2021-06-10,"40 to 59",1,1
2021-06-10,"60+",3,1
2021-06-11,"Under 15",1,1
2021-06-11,"15 to 39",4,1
2021-06-11,"40 to 59",0,NA
2021-06-11,"60+",2,1
2021-06-12,"Under 15",0,NA
2021-06-12,"15 to 39",1,1
2021-06-12,"40 to 59",0,NA
2021-06-12,"60+",3,1
2021-06-13,"Under 15",0,NA
2021-06-13,"15 to 39",0,NA
2021-06-13,"40 to 59",3,1
2021-06-13,"60+",3,1
2021-06-14,"Under 15",0,NA
2021-06-14,"15 to 39",3,1
2021-06-14,"40 to 59",2,1
2021-06-14,"60+",6,1
2021-06-15,"Under 15",0,NA
2021-06-15,"15 to 39",0,NA
2021-06-15,"40 to 59",1,1
2021-06-15,"60+",3,1
2021-06-16,"Under 15",0,NA
2021-06-16,"15 to 39",1,1
2021-06-16,"40 to 59",6,1
2021-06-16,"60+",5,1
2021-06-17,"Under 15",0,NA
2021-06-17,"15 to 39",3,1
2021-06-17,"40 to 59",2,1
2021-06-17,"60+",4,1
2021-06-18,"Under 15",0,NA
2021-06-18,"15 to 39",1,1
2021-06-18,"40 to 59",1,1
2021-06-18,"60+",4,1
2021-06-19,"Under 15",0,NA
2021-06-19,"15 to 39",0,NA
2021-06-19,"40 to 59",3,1
2021-06-19,"60+",7,1
2021-06-20,"Under 15",0,NA
2021-06-20,"15 to 39",1,1
2021-06-20,"40 to 59",4,1
2021-06-20,"60+",7,1
2021-06-21,"Under 15",0,NA
2021-06-21,"15 to 39",2,1
2021-06-21,"40 to 59",1,1
2021-06-21,"60+",3,1
2021-06-22,"Under 15",0,NA
2021-06-22,"15 to 39",1,1
2021-06-22,"40 to 59",2,1
2021-06-22,"60+",8,1
2021-06-23,"Under 15",1,1
2021-06-23,"15 to 39",1,1
2021-06-23,"40 to 59",4,1
2021-06-23,"60+",7,1
2021-06-24,"Under 15",0,NA
2021-06-24,"15 to 39",0,NA
2021-06-24,"40 to 59",0,NA
2021-06-24,"60+",3,1
2021-06-25,"Under 15",0,NA
2021-06-25,"15 to 39",0,NA
2021-06-25,"40 to 59",1,1
2021-06-25,"60+",4,1
2021-06-26,"Under 15",0,NA
2021-06-26,"15 to 39",2,1
2021-06-26,"40 to 59",3,1
2021-06-26,"60+",4,1
2021-06-27,"Under 15",0,NA
2021-06-27,"15 to 39",3,1
2021-06-27,"40 to 59",3,1
2021-06-27,"60+",6,1
2021-06-28,"Under 15",0,NA
2021-06-28,"15 to 39",4,1
2021-06-28,"40 to 59",4,1
2021-06-28,"60+",11,1
2021-06-29,"Under 15",2,1
2021-06-29,"15 to 39",2,1
2021-06-29,"40 to 59",4,1
2021-06-29,"60+",5,1
2021-06-30,"Under 15",1,1
2021-06-30,"15 to 39",3,1
2021-06-30,"40 to 59",2,1
2021-06-30,"60+",7,1
2021-07-01,"Under 15",0,NA
2021-07-01,"15 to 39",2,1
2021-07-01,"40 to 59",5,1
2021-07-01,"60+",5,1
2021-07-02,"Under 15",1,1
