"date","district","sero_pos_all","sero_tot_all","pcr_pos_all","pcr_tot_all","deaths_all","deaths_0_14","deaths_40_59","deaths_15_39","deaths_60_plus"
2020-01-01,"kabwe",NA,NA,NA,NA,6,1,1,2,2
2020-01-02,"kabwe",NA,NA,NA,NA,5,1,NA,2,NA
2020-01-03,"kabwe",NA,NA,NA,NA,7,2,NA,2,1
2020-01-04,"kabwe",NA,NA,NA,NA,3,NA,NA,NA,NA
2020-01-05,"kabwe",NA,NA,NA,NA,8,NA,4,2,1
2020-01-06,"kabwe",NA,NA,NA,NA,4,NA,2,NA,NA
2020-01-07,"kabwe",NA,NA,NA,NA,4,NA,NA,2,1
2020-01-08,"kabwe",NA,NA,NA,NA,3,NA,NA,2,NA
2020-01-09,"kabwe",NA,NA,NA,NA,4,NA,1,NA,2
2020-01-10,"kabwe",NA,NA,NA,NA,3,NA,NA,1,1
2020-01-11,"kabwe",NA,NA,NA,NA,10,1,3,2,3
2020-01-12,"kabwe",NA,NA,NA,NA,8,1,1,1,3
2020-01-13,"kabwe",NA,NA,NA,NA,5,1,1,1,1
2020-01-14,"kabwe",NA,NA,NA,NA,11,NA,2,4,5
2020-01-15,"kabwe",NA,NA,NA,NA,8,NA,3,1,3
2020-01-16,"kabwe",NA,NA,NA,NA,6,1,1,3,NA
2020-01-17,"kabwe",NA,NA,NA,NA,7,1,2,2,NA
2020-01-18,"kabwe",NA,NA,NA,NA,5,NA,1,1,2
2020-01-19,"kabwe",NA,NA,NA,NA,9,3,1,3,2
2020-01-20,"kabwe",NA,NA,NA,NA,6,NA,1,3,1
2020-01-21,"kabwe",NA,NA,NA,NA,7,1,2,2,1
2020-01-22,"kabwe",NA,NA,NA,NA,5,1,NA,NA,3
2020-01-23,"kabwe",NA,NA,NA,NA,10,5,NA,2,2
2020-01-24,"kabwe",NA,NA,NA,NA,3,NA,NA,1,NA
2020-01-25,"kabwe",NA,NA,NA,NA,6,NA,1,2,2
2020-01-26,"kabwe",NA,NA,NA,NA,5,1,2,NA,2
2020-01-27,"kabwe",NA,NA,NA,NA,4,1,1,1,NA
2020-01-28,"kabwe",NA,NA,NA,NA,5,NA,1,3,NA
2020-01-29,"kabwe",NA,NA,NA,NA,6,NA,1,1,3
2020-01-30,"kabwe",NA,NA,NA,NA,7,NA,2,3,NA
2020-01-31,"kabwe",NA,NA,NA,NA,6,3,NA,NA,1
2020-02-01,"kabwe",NA,NA,NA,NA,4,NA,1,NA,2
2020-02-02,"kabwe",NA,NA,NA,NA,2,NA,NA,NA,NA
2020-02-03,"kabwe",NA,NA,NA,NA,8,4,1,1,2
2020-02-04,"kabwe",NA,NA,NA,NA,4,1,2,1,NA
2020-02-05,"kabwe",NA,NA,NA,NA,5,NA,2,NA,2
2020-02-06,"kabwe",NA,NA,NA,NA,8,1,1,2,3
2020-02-07,"kabwe",NA,NA,NA,NA,5,2,1,NA,1
2020-02-08,"kabwe",NA,NA,NA,NA,5,NA,1,NA,3
2020-02-09,"kabwe",NA,NA,NA,NA,4,NA,1,1,NA
2020-02-10,"kabwe",NA,NA,NA,NA,9,NA,2,2,4
2020-02-11,"kabwe",NA,NA,NA,NA,8,NA,1,1,6
2020-02-12,"kabwe",NA,NA,NA,NA,3,NA,1,NA,NA
2020-02-13,"kabwe",NA,NA,NA,NA,4,1,1,2,NA
2020-02-14,"kabwe",NA,NA,NA,NA,5,NA,NA,1,2
2020-02-15,"kabwe",NA,NA,NA,NA,6,1,NA,2,1
2020-02-16,"kabwe",NA,NA,NA,NA,7,1,1,3,NA
2020-02-17,"kabwe",NA,NA,NA,NA,12,3,4,1,4
2020-02-18,"kabwe",NA,NA,NA,NA,4,NA,NA,1,1
2020-02-19,"kabwe",NA,NA,NA,NA,4,1,NA,NA,NA
2020-02-20,"kabwe",NA,NA,NA,NA,6,2,1,1,1
2020-02-21,"kabwe",NA,NA,NA,NA,6,NA,1,1,3
2020-02-22,"kabwe",NA,NA,NA,NA,4,NA,2,NA,1
2020-02-23,"kabwe",NA,NA,NA,NA,9,2,1,2,3
2020-02-24,"kabwe",NA,NA,NA,NA,6,1,NA,1,3
2020-02-25,"kabwe",NA,NA,NA,NA,4,NA,NA,NA,2
2020-02-26,"kabwe",NA,NA,NA,NA,6,NA,1,2,2
2020-02-27,"kabwe",NA,NA,NA,NA,6,NA,2,NA,2
2020-02-28,"kabwe",NA,NA,NA,NA,8,1,2,2,3
2020-02-29,"kabwe",NA,NA,NA,NA,5,1,1,NA,2
2020-03-01,"kabwe",NA,NA,NA,NA,4,NA,1,1,1
2020-03-02,"kabwe",NA,NA,NA,NA,6,1,1,1,3
2020-03-03,"kabwe",NA,NA,NA,NA,14,NA,3,4,5
2020-03-04,"kabwe",NA,NA,NA,NA,4,1,1,NA,1
2020-03-05,"kabwe",NA,NA,NA,NA,8,NA,4,1,2
2020-03-06,"kabwe",NA,NA,NA,NA,5,2,NA,1,NA
2020-03-07,"kabwe",NA,NA,NA,NA,6,1,2,NA,2
2020-03-08,"kabwe",NA,NA,NA,NA,7,1,2,2,2
2020-03-09,"kabwe",NA,NA,NA,NA,3,NA,NA,1,NA
2020-03-10,"kabwe",NA,NA,NA,NA,12,1,3,4,3
2020-03-11,"kabwe",NA,NA,NA,NA,7,1,1,1,3
2020-03-12,"kabwe",NA,NA,NA,NA,7,1,1,2,1
2020-03-13,"kabwe",NA,NA,NA,NA,6,2,NA,1,2
2020-03-14,"kabwe",NA,NA,NA,NA,4,NA,1,NA,2
2020-03-15,"kabwe",NA,NA,NA,NA,11,2,1,3,4
2020-03-16,"kabwe",NA,NA,NA,NA,7,1,1,2,2
2020-03-17,"kabwe",NA,NA,NA,NA,4,NA,NA,2,1
2020-03-18,"kabwe",NA,NA,NA,NA,3,1,NA,NA,NA
2020-03-19,"kabwe",NA,NA,NA,NA,5,NA,2,1,1
2020-03-20,"kabwe",NA,NA,NA,NA,4,2,NA,NA,1
2020-03-21,"kabwe",NA,NA,NA,NA,4,NA,1,1,2
2020-03-22,"kabwe",NA,NA,NA,NA,5,3,NA,1,NA
2020-03-23,"kabwe",NA,NA,NA,NA,3,NA,NA,NA,NA
2020-03-24,"kabwe",NA,NA,NA,NA,5,NA,3,1,NA
2020-03-25,"kabwe",NA,NA,NA,NA,5,2,NA,1,2
2020-03-26,"kabwe",NA,NA,NA,NA,8,NA,1,2,3
2020-03-27,"kabwe",NA,NA,NA,NA,8,1,1,3,2
2020-03-28,"kabwe",NA,NA,NA,NA,5,NA,1,2,1
2020-03-29,"kabwe",NA,NA,NA,NA,6,1,1,2,2
2020-03-30,"kabwe",NA,NA,NA,NA,4,1,NA,1,1
2020-03-31,"kabwe",NA,NA,NA,NA,5,3,NA,NA,NA
2020-04-01,"kabwe",NA,NA,NA,NA,4,NA,NA,1,2
2020-04-02,"kabwe",NA,NA,NA,NA,4,NA,1,NA,2
2020-04-03,"kabwe",NA,NA,NA,NA,5,1,2,1,NA
2020-04-04,"kabwe",NA,NA,NA,NA,3,NA,NA,1,NA
2020-04-05,"kabwe",NA,NA,NA,NA,4,NA,NA,1,2
2020-04-06,"kabwe",NA,NA,NA,NA,4,1,NA,1,NA
2020-04-07,"kabwe",NA,NA,NA,NA,5,NA,1,2,1
2020-04-08,"kabwe",NA,NA,NA,NA,5,2,1,1,NA
2020-04-09,"kabwe",NA,NA,NA,NA,9,NA,2,3,2
2020-04-10,"kabwe",NA,NA,NA,NA,4,1,1,NA,1
2020-04-11,"kabwe",NA,NA,NA,NA,5,NA,1,2,1
2020-04-12,"kabwe",NA,NA,NA,NA,4,1,NA,1,NA
2020-04-13,"kabwe",NA,NA,NA,NA,4,1,NA,NA,NA
2020-04-14,"kabwe",NA,NA,NA,NA,8,1,NA,1,5
2020-04-15,"kabwe",NA,NA,NA,NA,5,NA,1,1,2
2020-04-16,"kabwe",NA,NA,NA,NA,4,1,2,NA,NA
2020-04-17,"kabwe",NA,NA,NA,NA,8,1,4,1,1
2020-04-18,"kabwe",NA,NA,NA,NA,6,2,1,1,1
2020-04-19,"kabwe",NA,NA,NA,NA,8,1,1,2,3
2020-04-20,"kabwe",NA,NA,NA,NA,4,1,NA,1,2
2020-04-21,"kabwe",NA,NA,NA,NA,3,NA,1,1,NA
2020-04-22,"kabwe",NA,NA,NA,NA,7,2,1,2,1
2020-04-23,"kabwe",NA,NA,NA,NA,7,1,1,2,2
2020-04-24,"kabwe",NA,NA,NA,NA,7,2,1,NA,3
2020-04-25,"kabwe",NA,NA,NA,NA,9,NA,1,4,3
2020-04-26,"kabwe",NA,NA,NA,NA,5,NA,2,1,1
2020-04-27,"kabwe",NA,NA,NA,NA,4,1,NA,NA,1
2020-04-28,"kabwe",NA,NA,NA,NA,4,1,NA,2,1
2020-04-29,"kabwe",NA,NA,NA,NA,10,3,2,2,3
2020-04-30,"kabwe",NA,NA,NA,NA,8,NA,2,3,1
2020-05-01,"kabwe",NA,NA,NA,NA,6,2,1,1,1
2020-05-02,"kabwe",NA,NA,NA,NA,6,2,NA,3,1
2020-05-03,"kabwe",NA,NA,NA,NA,8,1,4,2,NA
2020-05-04,"kabwe",NA,NA,NA,NA,6,1,1,2,1
2020-05-05,"kabwe",NA,NA,NA,NA,5,1,NA,NA,3
2020-05-06,"kabwe",NA,NA,NA,NA,3,NA,NA,NA,NA
2020-05-07,"kabwe",NA,NA,NA,NA,3,NA,NA,NA,1
2020-05-08,"kabwe",NA,NA,NA,NA,10,3,1,2,2
2020-05-09,"kabwe",NA,NA,NA,NA,5,NA,NA,3,1
2020-05-10,"kabwe",NA,NA,NA,NA,5,NA,1,3,NA
2020-05-11,"kabwe",NA,NA,NA,NA,7,1,1,1,3
2020-05-12,"kabwe",NA,NA,NA,NA,6,3,NA,2,1
2020-05-13,"kabwe",NA,NA,NA,NA,8,1,NA,4,2
2020-05-14,"kabwe",NA,NA,NA,NA,8,1,2,1,4
2020-05-15,"kabwe",NA,NA,NA,NA,6,NA,1,3,1
2020-05-16,"kabwe",NA,NA,NA,NA,4,NA,2,1,NA
2020-05-17,"kabwe",NA,NA,NA,NA,3,NA,1,1,NA
2020-05-18,"kabwe",NA,NA,NA,NA,6,NA,2,1,1
2020-05-19,"kabwe",NA,NA,NA,NA,7,2,NA,NA,4
2020-05-20,"kabwe",NA,NA,NA,NA,4,1,NA,1,1
2020-05-21,"kabwe",NA,NA,NA,NA,6,1,2,1,1
2020-05-22,"kabwe",NA,NA,NA,NA,9,2,5,NA,2
2020-05-23,"kabwe",NA,NA,NA,NA,8,1,2,NA,4
2020-05-24,"kabwe",NA,NA,NA,NA,5,1,1,NA,2
2020-05-25,"kabwe",NA,NA,NA,NA,7,NA,1,3,2
2020-05-26,"kabwe",NA,NA,NA,NA,4,NA,NA,2,1
2020-05-27,"kabwe",NA,NA,NA,NA,5,NA,2,1,1
2020-05-28,"kabwe",NA,NA,NA,NA,5,3,NA,1,NA
2020-05-29,"kabwe",NA,NA,NA,NA,4,NA,NA,1,2
2020-05-30,"kabwe",NA,NA,NA,NA,5,1,1,2,NA
2020-05-31,"kabwe",NA,NA,NA,NA,4,1,1,1,NA
2020-06-01,"kabwe",NA,NA,NA,NA,9,3,2,1,3
2020-06-02,"kabwe",NA,NA,NA,NA,4,NA,NA,NA,2
2020-06-03,"kabwe",NA,NA,NA,NA,5,NA,1,3,NA
2020-06-04,"kabwe",NA,NA,NA,NA,7,2,1,3,NA
2020-06-05,"kabwe",NA,NA,NA,NA,5,1,2,1,NA
2020-06-06,"kabwe",NA,NA,NA,NA,8,2,4,NA,2
2020-06-07,"kabwe",NA,NA,NA,NA,5,1,2,NA,NA
2020-06-08,"kabwe",NA,NA,NA,NA,3,NA,NA,NA,NA
2020-06-09,"kabwe",NA,NA,NA,NA,16,4,3,5,2
2020-06-10,"kabwe",NA,NA,NA,NA,8,NA,1,1,5
2020-06-11,"kabwe",NA,NA,NA,NA,6,1,1,1,3
2020-06-12,"kabwe",NA,NA,NA,NA,7,1,3,2,1
2020-06-13,"kabwe",NA,NA,NA,NA,5,NA,1,2,1
2020-06-14,"kabwe",NA,NA,NA,NA,3,1,NA,1,NA
2020-06-15,"kabwe",NA,NA,NA,NA,9,5,2,2,NA
2020-06-16,"kabwe",NA,NA,NA,NA,4,1,NA,1,NA
2020-06-17,"kabwe",NA,NA,NA,NA,7,1,1,NA,4
2020-06-18,"kabwe",NA,NA,NA,NA,7,2,1,2,2
2020-06-19,"kabwe",NA,NA,NA,NA,4,1,NA,1,NA
2020-06-20,"kabwe",NA,NA,NA,NA,6,1,1,3,NA
2020-06-21,"kabwe",NA,NA,NA,NA,5,2,NA,NA,2
2020-06-22,"kabwe",NA,NA,NA,NA,11,1,1,2,6
2020-06-23,"kabwe",NA,NA,NA,NA,4,NA,NA,NA,3
2020-06-24,"kabwe",NA,NA,NA,NA,3,NA,NA,NA,NA
2020-06-25,"kabwe",NA,NA,NA,NA,8,NA,1,3,3
2020-06-26,"kabwe",NA,NA,NA,NA,3,NA,1,NA,1
2020-06-27,"kabwe",NA,NA,NA,NA,7,1,2,NA,4
2020-06-28,"kabwe",NA,NA,NA,NA,11,NA,5,4,1
2020-06-29,"kabwe",NA,NA,NA,NA,7,NA,1,2,3
2020-06-30,"kabwe",NA,NA,NA,NA,5,NA,1,1,2
2020-07-01,"kabwe",NA,NA,NA,NA,10,NA,2,1,6
2020-07-02,"kabwe",NA,NA,NA,NA,7,1,1,4,1
2020-07-03,"kabwe",NA,NA,NA,NA,3,NA,NA,NA,1
2020-07-04,"kabwe",NA,NA,NA,NA,4,1,NA,1,1
2020-07-05,"kabwe",NA,NA,NA,NA,10,1,5,1,2
2020-07-06,"kabwe",NA,NA,NA,NA,6,NA,3,1,1
2020-07-07,"kabwe",NA,NA,NA,NA,5,NA,1,2,1
2020-07-08,"kabwe",NA,NA,3,130,4,1,2,1,NA
2020-07-09,"kabwe",NA,NA,NA,NA,8,NA,2,1,5
2020-07-10,"kabwe",NA,NA,NA,NA,5,1,1,NA,1
2020-07-11,"kabwe",NA,NA,NA,NA,6,1,NA,1,3
2020-07-12,"kabwe",NA,NA,NA,NA,5,3,NA,NA,1
2020-07-13,"kabwe",NA,NA,NA,NA,4,NA,1,NA,1
2020-07-14,"kabwe",NA,NA,NA,NA,6,NA,NA,NA,5
2020-07-15,"kabwe",9,205,17,231,7,NA,4,1,1
2020-07-16,"kabwe",NA,NA,NA,NA,4,NA,1,1,1
2020-07-17,"kabwe",NA,NA,NA,NA,10,1,2,NA,6
2020-07-18,"kabwe",NA,NA,NA,NA,5,NA,NA,1,2
2020-07-19,"kabwe",NA,NA,NA,NA,7,NA,NA,2,3
2020-07-20,"kabwe",NA,NA,NA,NA,5,NA,1,1,2
2020-07-21,"kabwe",NA,NA,NA,NA,13,1,2,2,7
2020-07-22,"kabwe",NA,NA,3,95,10,NA,3,2,4
2020-07-23,"kabwe",NA,NA,NA,NA,8,NA,1,3,4
2020-07-24,"kabwe",NA,NA,NA,NA,8,1,3,1,3
2020-07-25,"kabwe",NA,NA,NA,NA,4,1,NA,1,2
2020-07-26,"kabwe",NA,NA,NA,NA,12,2,7,2,1
2020-07-27,"kabwe",NA,NA,NA,NA,11,NA,4,2,4
2020-07-28,"kabwe",NA,NA,NA,NA,7,1,2,1,3
2020-07-29,"kabwe",NA,NA,NA,NA,7,NA,1,2,3
2020-07-30,"kabwe",NA,NA,NA,NA,10,NA,3,2,3
2020-07-31,"kabwe",NA,NA,NA,NA,5,1,NA,3,1
2020-08-01,"kabwe",NA,NA,NA,NA,11,NA,1,4,5
2020-08-02,"kabwe",NA,NA,NA,NA,6,NA,1,2,2
2020-08-03,"kabwe",NA,NA,NA,NA,9,NA,2,2,4
2020-08-04,"kabwe",NA,NA,NA,NA,9,1,1,3,2
2020-08-05,"kabwe",NA,NA,NA,NA,6,NA,NA,1,4
2020-08-06,"kabwe",NA,NA,NA,NA,6,2,3,NA,NA
2020-08-07,"kabwe",NA,NA,NA,NA,7,NA,2,1,3
2020-08-08,"kabwe",NA,NA,NA,NA,7,1,NA,2,2
2020-08-09,"kabwe",NA,NA,NA,NA,5,NA,2,NA,2
2020-08-10,"kabwe",NA,NA,NA,NA,8,NA,NA,3,4
2020-08-11,"kabwe",NA,NA,NA,NA,7,1,3,1,1
2020-08-12,"kabwe",NA,NA,NA,NA,7,1,NA,2,3
2020-08-13,"kabwe",NA,NA,NA,NA,10,1,1,2,5
2020-08-14,"kabwe",NA,NA,NA,NA,9,3,1,3,1
2020-08-15,"kabwe",NA,NA,NA,NA,8,1,NA,1,5
2020-08-16,"kabwe",NA,NA,NA,NA,6,1,4,NA,NA
2020-08-17,"kabwe",NA,NA,NA,NA,3,NA,1,NA,NA
2020-08-18,"kabwe",NA,NA,NA,NA,4,NA,NA,1,1
2020-08-19,"kabwe",NA,NA,NA,NA,11,1,1,2,6
2020-08-20,"kabwe",NA,NA,NA,NA,9,NA,1,2,5
2020-08-21,"kabwe",NA,NA,NA,NA,4,1,1,1,NA
2020-08-22,"kabwe",NA,NA,NA,NA,8,NA,NA,4,3
2020-08-23,"kabwe",NA,NA,NA,NA,7,NA,3,2,1
2020-08-24,"kabwe",NA,NA,NA,NA,7,NA,4,2,NA
2020-08-25,"kabwe",NA,NA,NA,NA,4,1,NA,NA,1
2020-08-26,"kabwe",NA,NA,NA,NA,10,NA,4,NA,5
2020-08-27,"kabwe",NA,NA,NA,NA,5,1,2,1,NA
2020-08-28,"kabwe",NA,NA,NA,NA,5,NA,2,1,1
2020-08-29,"kabwe",NA,NA,NA,NA,6,1,1,1,2
2020-08-30,"kabwe",NA,NA,NA,NA,5,1,NA,NA,3
2020-08-31,"kabwe",NA,NA,NA,NA,10,1,2,2,3
2020-09-01,"kabwe",NA,NA,NA,NA,14,1,4,4,4
2020-09-02,"kabwe",NA,NA,NA,NA,9,1,2,3,2
2020-09-03,"kabwe",NA,NA,NA,NA,4,NA,NA,1,2
2020-09-04,"kabwe",NA,NA,NA,NA,5,NA,1,1,2
2020-09-05,"kabwe",NA,NA,NA,NA,6,1,1,1,2
2020-09-06,"kabwe",NA,NA,NA,NA,6,NA,2,1,2
2020-09-07,"kabwe",NA,NA,NA,NA,12,2,3,4,2
2020-09-08,"kabwe",NA,NA,NA,NA,3,NA,NA,NA,3
2020-09-09,"kabwe",NA,NA,NA,NA,4,NA,2,1,NA
2020-09-10,"kabwe",NA,NA,NA,NA,6,NA,4,1,NA
2020-09-11,"kabwe",NA,NA,NA,NA,7,2,NA,2,1
2020-09-12,"kabwe",NA,NA,NA,NA,8,NA,2,2,3
2020-09-13,"kabwe",NA,NA,NA,NA,4,1,NA,1,1
2020-09-14,"kabwe",NA,NA,NA,NA,9,2,NA,2,4
2020-09-15,"kabwe",NA,NA,NA,NA,8,NA,1,4,2
2020-09-16,"kabwe",NA,NA,NA,NA,12,2,NA,3,7
2020-09-17,"kabwe",NA,NA,NA,NA,4,NA,NA,1,1
2020-09-18,"kabwe",NA,NA,NA,NA,6,NA,NA,2,3
2020-09-19,"kabwe",NA,NA,NA,NA,5,1,2,1,NA
2020-09-20,"kabwe",NA,NA,NA,NA,7,1,1,1,3
2020-09-21,"kabwe",NA,NA,NA,NA,15,1,6,3,4
2020-09-22,"kabwe",NA,NA,NA,NA,5,NA,3,1,NA
2020-09-23,"kabwe",NA,NA,NA,NA,7,1,NA,3,2
2020-09-24,"kabwe",NA,NA,NA,NA,8,NA,NA,4,3
2020-09-25,"kabwe",NA,NA,NA,NA,9,NA,NA,1,6
2020-09-26,"kabwe",NA,NA,NA,NA,7,1,2,1,2
2020-09-27,"kabwe",NA,NA,NA,NA,4,NA,1,NA,2
2020-09-28,"kabwe",NA,NA,NA,NA,5,NA,1,1,2
2020-09-29,"kabwe",NA,NA,NA,NA,12,2,4,2,3
2020-09-30,"kabwe",NA,NA,NA,NA,10,2,1,2,4
2020-10-01,"kabwe",NA,NA,NA,NA,4,1,NA,2,NA
2020-10-02,"kabwe",NA,NA,NA,NA,7,1,1,2,2
2020-10-03,"kabwe",NA,NA,NA,NA,6,1,NA,2,2
2020-10-04,"kabwe",NA,NA,NA,NA,6,1,NA,2,2
2020-10-05,"kabwe",NA,NA,NA,NA,4,1,1,1,NA
2020-10-06,"kabwe",NA,NA,NA,NA,7,1,1,NA,5
2020-10-07,"kabwe",NA,NA,NA,NA,10,1,1,2,5
2020-10-08,"kabwe",NA,NA,NA,NA,4,1,NA,1,NA
2020-10-09,"kabwe",NA,NA,NA,NA,3,NA,NA,1,NA
2020-10-10,"kabwe",NA,NA,NA,NA,6,1,3,1,NA
2020-10-11,"kabwe",NA,NA,NA,NA,6,2,NA,NA,3
2020-10-12,"kabwe",NA,NA,NA,NA,5,1,NA,1,1
2020-10-13,"kabwe",NA,NA,NA,NA,6,1,2,2,NA
2020-10-14,"kabwe",NA,NA,NA,NA,12,3,3,2,3
2020-10-15,"kabwe",NA,NA,NA,NA,7,4,1,1,NA
2020-10-16,"kabwe",NA,NA,NA,NA,5,NA,1,2,NA
2020-10-17,"kabwe",NA,NA,NA,NA,3,NA,NA,1,1
2020-10-18,"kabwe",NA,NA,NA,NA,7,NA,2,3,1
2020-10-19,"kabwe",NA,NA,NA,NA,4,NA,2,NA,1
2020-10-20,"kabwe",NA,NA,NA,NA,5,NA,NA,2,2
2020-10-21,"kabwe",NA,NA,NA,NA,5,NA,2,1,1
2020-10-22,"kabwe",NA,NA,NA,NA,6,3,1,1,NA
2020-10-23,"kabwe",NA,NA,NA,NA,8,NA,1,2,4
2020-10-24,"kabwe",NA,NA,NA,NA,8,2,1,NA,3
2020-10-25,"kabwe",NA,NA,NA,NA,6,1,NA,3,NA
2020-10-26,"kabwe",NA,NA,NA,NA,7,NA,1,2,1
2020-10-27,"kabwe",NA,NA,NA,NA,13,1,1,2,8
2020-10-28,"kabwe",NA,NA,NA,NA,5,1,1,1,1
2020-10-29,"kabwe",NA,NA,NA,NA,7,2,1,1,2
2020-10-30,"kabwe",NA,NA,NA,NA,8,NA,4,1,3
2020-10-31,"kabwe",NA,NA,NA,NA,9,1,2,NA,5
2020-11-01,"kabwe",NA,NA,NA,NA,7,2,1,2,NA
2020-11-02,"kabwe",NA,NA,NA,NA,5,NA,2,NA,2
2020-11-03,"kabwe",NA,NA,NA,NA,8,NA,NA,2,4
2020-11-04,"kabwe",NA,NA,NA,NA,9,1,1,3,2
2020-11-05,"kabwe",NA,NA,NA,NA,6,1,2,1,NA
2020-11-06,"kabwe",NA,NA,NA,NA,6,1,NA,2,2
2020-11-07,"kabwe",NA,NA,NA,NA,7,1,2,2,2
2020-11-08,"kabwe",NA,NA,NA,NA,4,NA,NA,2,1
2020-11-09,"kabwe",NA,NA,NA,NA,7,1,1,NA,4
2020-11-10,"kabwe",NA,NA,NA,NA,7,NA,2,2,3
2020-11-11,"kabwe",NA,NA,NA,NA,11,NA,1,5,4
2020-11-12,"kabwe",NA,NA,NA,NA,4,NA,1,NA,3
2020-11-13,"kabwe",NA,NA,NA,NA,4,1,NA,NA,1
2020-11-14,"kabwe",NA,NA,NA,NA,5,NA,NA,2,3
2020-11-15,"kabwe",NA,NA,NA,NA,6,NA,1,2,2
2020-11-16,"kabwe",NA,NA,NA,NA,7,1,1,1,4
2020-11-17,"kabwe",NA,NA,NA,NA,9,1,2,2,2
2020-11-18,"kabwe",NA,NA,NA,NA,11,2,2,4,1
2020-11-19,"kabwe",NA,NA,NA,NA,6,1,NA,NA,4
2020-11-20,"kabwe",NA,NA,NA,NA,10,2,1,3,3
2020-11-21,"kabwe",NA,NA,NA,NA,4,1,2,NA,NA
2020-11-22,"kabwe",NA,NA,NA,NA,9,1,NA,1,6
2020-11-23,"kabwe",NA,NA,NA,NA,5,1,2,NA,1
2020-11-24,"kabwe",NA,NA,NA,NA,6,NA,1,2,1
2020-11-25,"kabwe",NA,NA,NA,NA,13,1,3,3,6
2020-11-26,"kabwe",NA,NA,NA,NA,7,NA,NA,1,4
2020-11-27,"kabwe",NA,NA,NA,NA,7,1,1,2,2
2020-11-28,"kabwe",NA,NA,NA,NA,6,NA,3,NA,2
2020-11-29,"kabwe",NA,NA,NA,NA,9,2,3,2,2
2020-11-30,"kabwe",NA,NA,NA,NA,3,NA,NA,NA,1
2020-12-01,"kabwe",NA,NA,NA,NA,11,2,1,2,4
2020-12-02,"kabwe",NA,NA,NA,NA,6,NA,2,1,2
2020-12-03,"kabwe",NA,NA,NA,NA,8,2,2,2,2
2020-12-04,"kabwe",NA,NA,NA,NA,5,1,2,NA,NA
2020-12-05,"kabwe",NA,NA,NA,NA,6,NA,1,3,1
2020-12-06,"kabwe",NA,NA,NA,NA,7,NA,2,NA,3
2020-12-07,"kabwe",NA,NA,NA,NA,8,NA,1,2,3
2020-12-08,"kabwe",NA,NA,NA,NA,4,1,NA,NA,NA
2020-12-09,"kabwe",NA,NA,NA,NA,10,1,1,3,4
2020-12-10,"kabwe",NA,NA,NA,NA,4,NA,NA,NA,3
2020-12-11,"kabwe",NA,NA,NA,NA,7,3,1,NA,2
2020-12-12,"kabwe",NA,NA,NA,NA,8,2,2,NA,3
2020-12-13,"kabwe",NA,NA,NA,NA,8,2,1,1,3
2020-12-14,"kabwe",NA,NA,NA,NA,6,NA,NA,5,NA
2020-12-15,"kabwe",NA,NA,NA,NA,4,NA,2,NA,1
2020-12-16,"kabwe",NA,NA,NA,NA,11,3,3,1,3
2020-12-17,"kabwe",NA,NA,NA,NA,6,NA,3,1,NA
2020-12-18,"kabwe",NA,NA,NA,NA,4,1,NA,1,1
2020-12-19,"kabwe",NA,NA,NA,NA,8,3,1,1,2
2020-12-20,"kabwe",NA,NA,NA,NA,9,1,2,3,2
2020-12-21,"kabwe",NA,NA,NA,NA,5,1,1,NA,1
2020-12-22,"kabwe",NA,NA,NA,NA,6,NA,2,2,NA
2020-12-23,"kabwe",NA,NA,NA,NA,7,2,NA,NA,4
2020-12-24,"kabwe",NA,NA,NA,NA,9,1,NA,2,5
2020-12-25,"kabwe",NA,NA,NA,NA,8,3,NA,1,3
2020-12-26,"kabwe",NA,NA,NA,NA,7,1,2,1,2
2020-12-27,"kabwe",NA,NA,NA,NA,7,1,3,1,1
2020-12-28,"kabwe",NA,NA,NA,NA,7,1,NA,2,3
2020-12-29,"kabwe",NA,NA,NA,NA,12,NA,4,1,5
2020-12-30,"kabwe",NA,NA,NA,NA,6,2,2,1,NA
2020-12-31,"kabwe",NA,NA,NA,NA,4,NA,2,1,NA
2020-01-01,"livingstone",NA,NA,NA,NA,4,2,1,NA,NA
2020-01-02,"livingstone",NA,NA,NA,NA,3,1,NA,1,1
2020-01-03,"livingstone",NA,NA,NA,NA,4,NA,1,1,2
2020-01-04,"livingstone",NA,NA,NA,NA,9,3,4,2,NA
2020-01-05,"livingstone",NA,NA,NA,NA,1,NA,NA,NA,1
2020-01-06,"livingstone",NA,NA,NA,NA,1,NA,NA,1,NA
2020-01-07,"livingstone",NA,NA,NA,NA,5,1,2,1,NA
2020-01-08,"livingstone",NA,NA,NA,NA,3,NA,NA,1,2
2020-01-09,"livingstone",NA,NA,NA,NA,3,1,NA,NA,2
2020-01-10,"livingstone",NA,NA,NA,NA,3,1,NA,NA,2
2020-01-11,"livingstone",NA,NA,NA,NA,2,1,1,NA,NA
2020-01-12,"livingstone",NA,NA,NA,NA,3,2,1,NA,NA
2020-01-13,"livingstone",NA,NA,NA,NA,1,1,NA,NA,NA
2020-01-14,"livingstone",NA,NA,NA,NA,1,NA,NA,1,NA
2020-01-15,"livingstone",NA,NA,NA,NA,1,1,NA,NA,NA
